headword,pos,topic,confidence,rawTopic
bend,noun,general,0.350,nature
bend,verb,body,0.530,body
beneath,preposition,general,1.000,general
beneficial,adjective,general,0.980,general
beneficiary,noun,business,0.740,business
benefit,noun,general,0.670,general
benefit,verb,general,0.880,general
benevolence,noun,feelings,1.000,feelings
benevolent,adjective,feelings,1.000,feelings
benign,adjective,health,0.660,health
benignly,adverb,general,0.740,general
bent,adjective,general,0.470,general
bequeath,verb,society,0.530,society
bereft,adjective,feelings,1.000,feelings
bereftly,adverb,feelings,0.970,feelings
berry,noun,food,0.990,food
beside,preposition,general,1.000,general
besides,adverb,general,1.000,general
besides,preposition,general,1.000,general
besiege,verb,society,0.970,society
best,adjective,general,1.000,general
best,adverb,general,1.000,general
bestow,verb,general,0.710,general
bestseller,noun,arts,0.670,arts
bet,verb,general,0.400,general
betray,verb,feelings,0.630,feelings
better,adjective,general,1.000,general
better,adverb,general,1.000,general
between,preposition,general,1.000,general
bewilder,verb,feelings,0.870,feelings
bewilderment,noun,feelings,1.000,feelings
beyond,preposition,general,1.000,general
bicycle,noun,travel,0.990,travel
bid,verb,business,0.900,business
bidding,noun,business,0.980,business
big,adjective,general,1.000,general
bike,noun,travel,1.000,travel
bikini,noun,shopping,0.990,shopping
bilingual,adjective,communication,0.990,communication
bill,noun,business,0.900,business
bill,verb,business,0.590,business
billiards,noun,sports,0.910,sports
billion,noun,general,0.950,general
bin,noun,home,0.910,home
bind,verb,general,0.780,general
bio,noun,general,0.430,work
biochemistry,noun,science,1.000,science
biography,noun,arts,0.870,arts
biological,adjective,science,0.950,science
biology,noun,science,1.000,science
biotechnology,noun,science,0.890,science
bird,noun,animals,1.000,animals
birdcage,noun,animals,0.920,animals
birth,noun,family,1.000,family
birthday,noun,general,0.470,family
birthplace,noun,general,0.470,family
biscuit,noun,food,1.000,food
bishop,noun,arts,0.910,arts
bit,noun,general,0.630,general
bite,noun,food,0.550,food
bite,verb,body,0.610,body
bitter,adjective,feelings,0.580,feelings
bitterly,adverb,feelings,0.820,feelings
bizarre,adjective,general,0.990,general
black,adjective,general,0.860,general
black,noun,general,0.560,general
blackboard,noun,education,1.000,education
blade,noun,general,0.400,home
blame,noun,feelings,0.620,feelings
blame,verb,general,0.290,communication
blandishment,noun,communication,0.810,communication
blank,adjective,general,0.990,general
blanket,noun,home,1.000,home
blankness,noun,feelings,0.890,feelings
blast,noun,general,0.450,nature
blast,verb,general,0.300,communication
blaze,noun,nature,0.970,nature
blaze,verb,nature,0.680,nature
bleed,verb,health,0.500,health
blend,noun,food,0.760,food
blend,verb,general,0.480,general
bless,verb,arts,0.760,arts
blessing,noun,arts,0.860,arts
blight,noun,nature,0.680,nature
blight,verb,nature,0.660,nature
blind,adjective,body,0.910,body
blindly,adverb,general,0.960,general
blindness,noun,health,0.810,health
blink,verb,body,0.990,body
bliss,noun,feelings,1.000,feelings
blister,noun,health,0.790,health
blister,verb,general,0.460,health
blithely,adverb,general,0.560,general
blitz,noun,society,0.750,society
blitz,verb,general,0.430,society
block,noun,city,0.970,city
block,verb,general,0.880,general
blockbuster,noun,entertainment,1.000,entertainment
blog,noun,technology,0.900,technology
blogger,noun,technology,0.630,technology
blonde,adjective,body,0.990,body
blood,noun,body,0.960,body
bloodstream,noun,body,0.530,body
bloody,adjective,general,0.480,body
bloody,adverb,general,0.950,general
bloom,noun,animals,0.780,animals
bloom,verb,animals,0.600,animals
blooming,adjective,general,0.300,general
blossom,noun,animals,0.870,animals
blow,noun,general,0.420,nature
blow,verb,general,0.370,nature
blubber,noun,animals,0.790,animals
blubbery,adjective,feelings,0.630,feelings
blue,adjective,general,0.880,general
blue,noun,general,0.580,general
blur,verb,general,0.550,general
blurb,noun,arts,0.520,arts
blurt,noun,communication,0.990,communication
blush,noun,body,0.580,body
blush,verb,feelings,0.590,feelings
board,noun,home,0.620,home
board,verb,travel,0.890,travel
board game,noun,entertainment,0.990,entertainment
boast,noun,communication,0.730,communication
boast,verb,communication,0.850,communication
boat,noun,travel,1.000,travel
body,noun,body,1.000,body
bogus,adjective,general,0.960,general
boil,verb,food,0.990,food
boiled,adjective,food,0.990,food
boiling,adjective,food,0.550,food
bold,adjective,feelings,0.890,feelings
bold,noun,feelings,0.590,feelings
boldly,adverb,general,0.900,general
bolt,noun,home,0.520,home
bolt,verb,body,0.700,body
bomb,noun,society,0.990,society
bomb,verb,general,0.360,society
bombard,noun,society,0.880,society
bomber,noun,society,0.880,society
bombing,noun,society,0.930,society
bona fide,adjective,general,0.950,general
bond,noun,family,0.500,family
bone,noun,body,1.000,body
bonus,noun,business,0.770,business
bony,adjective,body,0.990,body
book,noun,education,0.820,education
book,verb,general,0.420,general
bookcase,noun,home,1.000,home
booking,noun,travel,0.930,travel
bookish,adjective,education,0.540,education
booklet,noun,general,0.450,communication
bookmark,noun,technology,0.580,technology
bookmark,verb,technology,0.930,technology
bookshelf,noun,home,1.000,home
bookshop,noun,shopping,0.830,shopping
bookstore,noun,shopping,0.750,shopping
boom,noun,business,0.940,business
boost,noun,general,0.760,general
boost,verb,general,0.910,general
boot,noun,shopping,1.000,shopping
booth,noun,city,0.710,city
border,noun,city,0.730,city
bore,verb,feelings,0.860,feelings
bored,adjective,feelings,1.000,feelings
boredom,noun,feelings,1.000,feelings
boring,adjective,feelings,0.530,feelings
borrow,verb,business,0.600,business
boss,noun,work,1.000,work
bossy,adjective,feelings,0.990,feelings
botany,noun,science,0.990,science
both,adverb,general,1.000,general
both,determiner,general,1.000,general
both,pronoun,general,1.000,general
bother,noun,feelings,0.670,feelings
bother,verb,general,0.840,general
bothered,adjective,feelings,0.990,feelings
bothersome,adjective,general,0.750,general
bottle,noun,home,0.580,home
bottle,verb,general,0.280,communication
bottom,noun,general,0.600,general
bounce,noun,general,0.360,sports
bounce,verb,body,0.580,body
bound,adjective,general,0.750,general
bouquet,noun,animals,0.800,animals
bourbon,noun,food,1.000,food
bout,noun,sports,0.860,sports
bow,noun,sports,0.730,sports
bow,verb,body,0.840,body
bowl,noun,food,0.500,food
bowl,verb,sports,0.760,sports
box,noun,home,0.880,home
boxer,noun,sports,0.990,sports
boxing,noun,sports,1.000,sports
boy,noun,family,0.990,family
boyfriend,noun,family,1.000,family
bra,noun,shopping,1.000,shopping
bracelet,noun,shopping,1.000,shopping
bracket,noun,communication,0.600,communication
brag,noun,communication,0.830,communication
brain,noun,body,1.000,body
brainstorm,noun,work,0.600,work
brainstorming,noun,work,0.740,work
brainwash,verb,society,0.660,society
brainwashing,noun,society,0.790,society
brake,noun,travel,1.000,travel
brake,verb,travel,0.930,travel
branch,noun,animals,0.540,animals
branch,verb,general,0.370,general
brand,noun,business,0.830,business
brand-new,adjective,general,0.960,general
brandish,verb,general,0.460,body
brass,noun,general,0.360,nature
brave,adjective,feelings,0.990,feelings
bravely,adverb,feelings,0.580,feelings
bravery,noun,feelings,1.000,feelings
bread,noun,food,1.000,food
breadwinner,noun,family,0.750,family
break,noun,general,0.790,general
break,verb,general,0.920,general
breakable,adjective,general,0.800,general
breakdown,noun,general,0.230,technology
breakfast,noun,food,1.000,food
breakthrough,noun,science,0.620,science
breakup,noun,family,0.920,family
breast,noun,body,1.000,body
breath,noun,body,0.980,body
breathe,verb,body,0.990,body
breathless,adjective,body,0.560,body
breathtaking,adjective,general,0.430,general
breed,noun,animals,0.990,animals
breed,verb,animals,0.970,animals
breeding,noun,animals,0.970,animals
breeze,noun,nature,1.000,nature
breezy,adjective,nature,0.770,nature
brevity,noun,communication,0.990,communication
brewery,noun,food,0.750,food
bribe,noun,society,0.990,society
bribe,verb,society,0.990,society
bribery,noun,society,1.000,society
brick,noun,city,0.680,city
bride,noun,family,1.000,family
bridge,noun,city,0.520,city
brief,adjective,general,0.960,general
brief,noun,communication,0.520,communication
brief,verb,communication,0.730,communication
briefly,adverb,general,0.970,general
bright,adjective,general,0.940,general
brightly,adverb,general,1.000,general
brilliant,adjective,general,0.890,general
brilliantly,adverb,general,0.990,general
brim,verb,general,0.490,general
brimstone,noun,general,0.370,nature
bring,verb,general,0.970,general
brink,noun,nature,0.610,nature
broad,adjective,general,0.990,general
broadband,noun,technology,1.000,technology
broadcast,noun,entertainment,0.700,entertainment
broadcast,verb,communication,0.550,communication
broadcaster,noun,entertainment,0.610,entertainment
broaden,verb,general,0.970,general
broadly,adverb,general,1.000,general
broccoli,noun,food,1.000,food
brochure,noun,business,0.570,business
broken,adjective,general,0.980,general
bronze,noun,general,0.340,arts
brood,noun,animals,0.840,animals
brood,verb,feelings,0.760,feelings
brother,noun,family,1.000,family
brother-in-law,noun,family,1.000,family
brotherhood,noun,family,0.800,family
brouhaha,noun,general,0.470,society
brown,adjective,general,0.840,general
brown,noun,general,0.520,general
browse,verb,shopping,0.590,shopping
browser,noun,technology,1.000,technology
bruise,noun,health,0.880,health
brush,noun,home,0.840,home
brush,verb,body,0.590,body
bubble,noun,general,0.380,science
bubbly,adjective,feelings,0.890,feelings
buccaneer,noun,society,0.700,society
buccaneer,verb,society,0.650,society
bucket,noun,home,0.970,home
bud,noun,animals,0.760,animals
buddy,noun,family,1.000,family
budget,adjective,business,0.930,business
budget,noun,business,1.000,business
buffer,noun,technology,0.690,technology
buffer,verb,general,0.550,general
buffoon,noun,general,0.400,entertainment
buffoonery,noun,entertainment,0.620,entertainment
bug,noun,animals,0.990,animals
build,verb,general,0.430,general
builder,noun,work,0.950,work
building,noun,city,1.000,city
bulb,noun,home,0.670,home
bulimia,noun,health,1.000,health
bulk,noun,general,0.730,general
bulk up,verb,body,0.590,body
bulky,adjective,general,0.770,general
bull,noun,animals,1.000,animals
bullet,noun,society,0.980,society
bulletin,noun,communication,0.930,communication
bully,verb,society,0.620,society
bum,noun,body,0.600,body
bump,verb,general,0.400,body
bumper,noun,travel,0.990,travel
bun,noun,food,1.000,food
bunch,noun,general,0.900,general
burden,noun,general,0.490,general
burden,verb,general,0.610,general
burdensome,adjective,general,0.860,general
bureau,noun,home,0.500,home
bureaucracy,noun,society,0.990,society
bureaucratic,adjective,society,0.940,society
bureaucratically,adverb,society,0.900,society
burgeoning,adjective,general,0.950,general
burger,noun,food,1.000,food
burglar,noun,society,1.000,society
burglary,noun,society,1.000,society
burgle,verb,society,1.000,society
burial,noun,arts,0.590,arts
burn,noun,general,0.390,nature
burn,verb,general,0.480,general
burning,adjective,general,0.320,general
burst,noun,general,0.620,general
burst,verb,general,0.780,general
bury,verb,general,0.390,body
bus,noun,travel,1.000,travel
bus station,noun,travel,0.970,travel
bus stop,noun,travel,0.920,travel
bush,noun,general,0.480,nature
business,noun,business,0.990,business
businessman,noun,work,0.500,work
businesswoman,noun,work,0.690,work
bust,verb,general,0.280,business
bustle,verb,general,0.530,general
bustling,adjective,city,0.760,city
busy,adjective,general,0.640,general
but,conjunction,general,1.000,general
but,preposition,general,1.000,general
butcher,noun,work,0.930,work
butcher,verb,food,0.540,food
butter,noun,food,1.000,food
butterfly,noun,animals,1.000,animals
button,noun,shopping,0.990,shopping
buy,verb,shopping,0.990,shopping
buyer,noun,shopping,0.770,shopping
buzz,noun,general,0.280,communication
buzz,verb,communication,0.530,communication
buzzard,noun,animals,1.000,animals
buzzer,noun,technology,0.610,technology
by,preposition,general,1.000,general
bye,noun,communication,0.830,communication
bypass,verb,general,0.410,general
cab,noun,travel,1.000,travel
cabbage,noun,food,0.990,food
cabin,noun,general,0.490,home
cabinet,noun,home,0.980,home
cable,noun,technology,0.800,technology
cafe/café,noun,food,0.900,food
cafeteria,noun,food,0.700,food
caffeinate,verb,food,0.710,food
cage,noun,animals,0.970,animals
cake,noun,food,1.000,food
calamitous,adjective,general,0.770,general
calamitously,adverb,general,0.960,general
